Weight,Height,Age,Gender,Activity level,BMI_Category,Weight_kg,BMI,BMI_Detailed,Weight_Category,Activity_Score,Calories
67.8,4.8,44.0,Female,Moderately Active,Obese,67.8,31.675048882505166,Obese,Heavy,3.0,1877.67
90.0,5.7,32.0,Female,Very Active,Overweight,90.0,29.816926362076785,Overweight,Very_Heavy,4.0,2871.87
65.0,5.0,23.0,Female,Lightly Active,Overweight,65.0,27.986167083445277,Overweight,Normal,2.0,1823.94
98.6,5.5,50.5,Female,Moderately Active,Obese,98.6,35.085010482234,Obese,Very_Heavy,3.0,2511.39
74.5,5.3,35.0,Female,Moderately Active,Overweight,74.5,28.547929015481465,Overweight,Heavy,3.0,2198.91
75.0,5.4,44.0,Female,Sedentary,Overweight,75.0,27.68495477548796,Overweight,Heavy,1.0,1677.24
62.8,4.75,32.0,Female,Sedentary,Obese,62.8,29.96004760861476,Overweight,Normal,1.0,1454.25
61.6,5.6,39.0,Female,Moderately Active,Normal,61.6,21.143395461394096,Normal,Normal,3.0,2056.54
64.0,5.4,30.0,Female,Very Active,Normal,64.0,23.624494741749725,Normal,Normal,4.0,2342.03
69.0,5.4,20.0,Female,Lightly Active,Overweight,69.0,25.470158393448923,Overweight,Heavy,2.0,2004.34
118.5,5.5,31.0,Female,Lightly Active,Obese,118.21875,42.16606229355709,Obese,Extreme,2.0,2631.66
58.75,5.05,27.0,Female,Sedentary,Normal,58.75,24.79677431552578,Normal,Normal,1.0,1504.23
90.0,5.3,25.0,Female,Lightly Active,Obese,90.0,34.48743102541385,Obese,Very_Heavy,2.0,2232.52
83.0,5.3,27.0,Female,Moderately Active,Obese,83.0,31.805075278992774,Obese,Very_Heavy,3.0,2392.66
71.0,5.6,32.0,Female,Moderately Active,Normal,71.0,24.369822690892548,Normal,Heavy,3.0,2256.49
94.2,5.7,30.0,Male,Sedentary,Obese,94.2,31.208382925640368,Obese,Very_Heavy,1.0,2259.42
92.0,5.4,34.0,Female,Sedentary,Obese,92.0,33.96021119126523,Obese,Very_Heavy,1.0,1941.24
92.0,5.7,34.0,Female,Sedentary,Obese,92.0,30.47952472567849,Obese,Very_Heavy,1.0,2009.82
89.0,5.4,33.0,Female,Lightly Active,Obese,89.0,32.85281300024571,Obese,Very_Heavy,2.0,2189.96
90.0,5.11,35.0,Male,Moderately Active,Obese,90.0,37.09973297834623,Obese,Very_Heavy,3.0,2640.36
52.0,5.4,26.0,Female,Moderately Active,Normal,52.0,19.194901977671652,Normal,Normal,3.0,1949.44
100.0,5.2,31.0,Female,Sedentary,Obese,100.0,39.80736100854186,Obese,Very_Heavy,1.0,2009.52
71.15,5.1,35.0,Female,Moderately Active,Overweight,71.15,29.444530032637328,Overweight,Heavy,3.0,2087.93
55.0,5.2,34.0,Female,Lightly Active,Normal,55.0,21.894048554698024,Normal,Normal,2.0,1663.2
71.0,5.0,27.0,Female,Sedentary,Obese,71.0,30.56950558345561,Obese,Heavy,1.0,1639.8
78.0,5.6,30.0,Female,Moderately Active,Overweight,78.0,26.772481266050967,Overweight,Heavy,3.0,2380.49
81.0,5.3,35.0,Female,Moderately Active,Obese,81.0,31.038687922872466,Obese,Very_Heavy,3.0,2299.66
110.0,5.11,32.0,Male,Moderately Active,Obese,110.0,43.56732230973144,Obese,Extreme,3.0,2973.61
82.0,5.0,35.0,Female,Sedentary,Obese,82.0,35.30562616680788,Obese,Very_Heavy,1.0,1723.8
97.5,5.6,24.0,Female,Sedentary,Obese,97.5,33.46560158256371,Obese,Very_Heavy,1.0,2112.96
93.0,5.2,33.0,Female,Sedentary,Obese,93.0,37.02084573794393,Obese,Very_Heavy,1.0,1913.52
112.0,5.1,29.0,Female,Sedentary,Obese,112.0,43.56732230973144,Obese,Extreme,1.0,2142.66
74.4,5.6,30.0,Female,Moderately Active,Overweight,74.4,25.536828284540924,Overweight,Heavy,3.0,2324.69
67.0,5.2,37.0,Female,Very Active,Overweight,67.0,26.67093187572305,Overweight,Heavy,4.0,2267.68
63.0,5.1,43.0,Female,Lightly Active,Overweight,63.0,26.071755334591025,Overweight,Normal,2.0,1685.13
70.0,4.8,39.0,Female,Moderately Active,Obese,70.0,32.702852828545154,Obese,Heavy,3.0,1950.52
88.0,5.5,45.0,Female,Moderately Active,Obese,88.0,31.31319393951919,Obese,Very_Heavy,3.0,2389.71
72.0,5.4,27.0,Female,Moderately Active,Overweight,72.0,26.577556584468443,Overweight,Heavy,3.0,2251.68
95.0,5.6,27.0,Female,Sedentary,Obese,95.0,32.60750923429284,Obese,Very_Heavy,1.0,2064.96
90.0,5.2,38.0,Male,Sedentary,Obese,90.0,35.82662490768767,Obese,Very_Heavy,1.0,2046.72
85.0,5.3,30.0,Female,Moderately Active,Obese,85.0,32.57146263511308,Obese,Very_Heavy,3.0,2400.41
77.2,5.3,14.5,Female,Very Active,Overweight,77.2,29.582551946243882,Overweight,Heavy,4.0,2670.56
78.0,5.1,38.0,Female,Sedentary,Obese,78.0,32.27931612854127,Obese,Heavy,1.0,1680.66
42.5,5.1,38.0,Female,Lightly Active,Underweight,42.668749999999996,17.58808891619236,Underweight,Light,2.0,1439.95
86.0,5.3,45.0,Female,Sedentary,Obese,86.0,32.95465631317324,Obese,Very_Heavy,1.0,1780.38
84.0,5.6,29.0,Female,Moderately Active,Overweight,84.0,28.831902901901042,Overweight,Very_Heavy,3.0,2481.24
83.0,5.8,36.0,Female,Lightly Active,Overweight,83.0,26.557805130407456,Overweight,Very_Heavy,2.0,2191.61
90.0,5.3,39.0,Female,Sedentary,Obese,90.0,34.48743102541385,Obese,Very_Heavy,1.0,1864.38
81.45,5.05,38.0,Female,Sedentary,Obese,81.45,34.37782583829063,Obese,Very_Heavy,1.0,1710.63
82.0,5.1,37.0,Female,Lightly Active,Obese,82.0,33.934665673594665,Obese,Very_Heavy,2.0,1987.63
85.5,5.6,29.0,Female,Lightly Active,Overweight,85.5,29.34675831086356,Overweight,Very_Heavy,2.0,2221.72
102.5,5.6,34.0,Female,Moderately Active,Obese,102.5,35.18178627910544,Obese,Extreme,3.0,2729.24
64.0,5.1,29.0,Female,Lightly Active,Overweight,64.0,26.485592720854374,Overweight,Normal,2.0,1795.13
78.6,5.3,44.0,Female,Lightly Active,Obese,78.6,30.119023095528092,Obese,Heavy,2.0,1945.14
71.0,5.5,28.0,Female,Lightly Active,Overweight,71.0,25.26405420120298,Overweight,Heavy,2.0,2003.03
76.0,5.6,42.0,Male,Sedentary,Overweight,76.0,26.086007387434275,Overweight,Heavy,1.0,1946.16
60.25,5.4,30.0,Female,Sedentary,Normal,60.25,22.240247002975327,Normal,Normal,1.0,1584.24
82.6,5.6,38.0,Female,Sedentary,Overweight,82.6,28.351371186869354,Overweight,Very_Heavy,1.0,1850.16
72.5,5.1,42.0,Female,Sedentary,Obese,72.5,30.00321050409285,Obese,Heavy,1.0,1590.66
91.0,5.4,31.0,Female,Lightly Active,Obese,91.0,33.59107846092539,Obese,Very_Heavy,2.0,2231.21
78.9,5.3,35.0,Female,Lightly Active,Obese,78.9,30.233981198946143,Obese,Heavy,2.0,2011.14
118.5,5.949999999999999,36.0,Male,Lightly Active,Obese,118.21875,36.02918958774386,Obese,Extreme,2.0,2943.41
73.0,5.4,38.0,Female,Sedentary,Overweight,73.0,26.946689314808282,Overweight,Heavy,1.0,1689.24
88.0,5.3,45.0,Female,Lightly Active,Obese,88.0,33.72104366929354,Obese,Very_Heavy,2.0,2067.52
70.5,5.3,41.0,Female,Lightly Active,Overweight,70.5,27.01515430324085,Overweight,Heavy,2.0,1854.39
92.0,5.4,27.0,Female,Sedentary,Obese,92.0,33.96021119126523,Obese,Very_Heavy,1.0,1983.24
99.5,5.3,37.0,Female,Sedentary,Obese,99.5,38.12777096698531,Obese,Very_Heavy,1.0,1990.38
62.0,5.2,50.5,Female,Moderately Active,Normal,62.0,24.680563825295955,Normal,Normal,3.0,1855.5
80.0,5.2,40.0,Female,Moderately Active,Obese,80.0,31.84588880683349,Obese,Heavy,3.0,2215.88
84.0,5.3,32.0,Female,Lightly Active,Obese,84.0,32.18826895705293,Obese,Very_Heavy,2.0,2101.89
77.65,5.3,38.0,Female,Lightly Active,Overweight,77.65,29.754989101370953,Overweight,Heavy,2.0,1973.33
80.0,5.3,27.0,Female,Sedentary,Obese,80.0,30.655494244812314,Obese,Heavy,1.0,1816.38
79.0,5.4,31.0,Female,Lightly Active,Overweight,79.0,29.16148569684732,Overweight,Heavy,2.0,2066.21
66.0,5.2,27.0,Female,Sedentary,Overweight,66.0,26.27285826563763,Overweight,Heavy,1.0,1625.52
89.0,5.3,27.0,Female,Lightly Active,Obese,89.0,34.104237347353695,Obese,Very_Heavy,2.0,2205.02
77.0,5.0,47.0,Female,Sedentary,Obese,77.0,33.15284408346594,Obese,Heavy,1.0,1591.8
64.0,5.3,41.0,Female,Sedentary,Normal,64.0,24.52439539584985,Normal,Normal,1.0,1540.38
80.2,5.0,33.0,Female,Sedentary,Obese,80.2,34.530624616804786,Obese,Very_Heavy,1.0,1714.2
106.6,5.6,31.0,Female,Sedentary,Obese,106.6,36.58905773026965,Obese,Extreme,1.0,2180.16
65.0,5.4,28.0,Female,Lightly Active,Normal,65.0,23.993627472089564,Normal,Normal,2.0,1894.34
82.0,5.2,32.0,Female,Lightly Active,Obese,82.0,32.64203602700433,Obese,Very_Heavy,2.0,2048.2
98.0,5.6,36.0,Female,Sedentary,Obese,98.0,33.637220052217884,Obese,Very_Heavy,1.0,2046.96
64.3,5.4,18.0,Female,Sedentary,Normal,64.3,23.735234560851676,Normal,Normal,1.0,1704.84
91.0,5.4,39.0,Female,Sedentary,Obese,91.0,33.59107846092539,Obese,Very_Heavy,1.0,1899.24
74.0,5.2,37.0,Female,Sedentary,Overweight,74.0,29.457447146320977,Overweight,Heavy,1.0,1661.52
71.0,5.3,35.0,Female,Lightly Active,Overweight,71.0,27.206751142270928,Overweight,Heavy,2.0,1902.52
72.0,5.2,34.0,Female,Lightly Active,Overweight,72.0,28.66129992615014,Overweight,Heavy,2.0,1896.95
92.0,5.4,35.0,Female,Moderately Active,Obese,92.0,33.96021119126523,Obese,Very_Heavy,3.0,2499.68
81.5,5.2,26.0,Female,Lightly Active,Obese,81.5,32.44299922196162,Obese,Very_Heavy,2.0,2082.57
95.0,5.5,25.0,Female,Sedentary,Obese,95.0,33.80401618470822,Obese,Very_Heavy,1.0,2054.1
75.0,5.2,40.0,Female,Lightly Active,Overweight,75.0,29.855520756406396,Overweight,Heavy,2.0,1896.95
89.0,5.3,26.0,Female,Lightly Active,Obese,89.0,34.104237347353695,Obese,Very_Heavy,2.0,2211.89
78.9,5.4,33.0,Female,Sedentary,Overweight,78.9,29.124572423813337,Overweight,Heavy,1.0,1790.04
93.0,5.6,30.0,Female,Sedentary,Obese,93.0,31.921035355676153,Obese,Very_Heavy,1.0,2022.96
50.0,4.75,34.0,Female,Sedentary,Obese,50.0,23.853541089661437,Normal,Light,1.0,1288.65
78.4,5.6,33.0,Female,Sedentary,Overweight,78.4,26.909776041774307,Overweight,Heavy,1.0,1829.76
90.0,5.7,43.0,Male,Very Active,Overweight,90.0,29.816926362076785,Overweight,Very_Heavy,4.0,3063.34
76.0,5.2,34.0,Female,Sedentary,Obese,76.0,30.253594366491814,Obese,Heavy,1.0,1703.52
94.0,5.5,35.0,Female,Moderately Active,Obese,94.0,33.4481844353955,Obese,Very_Heavy,3.0,2560.21
61.5,5.3,38.0,Female,Moderately Active,Normal,61.5,23.566411200699466,Normal,Normal,3.0,1974.16
118.0,5.4,27.0,Female,Sedentary,Obese,118.0,43.557662180101055,Obese,Extreme,1.0,2295.24
94.25,5.6,29.0,Female,Sedentary,Obese,94.25,32.35008152981158,Obese,Very_Heavy,1.0,2043.96
87.7,5.8,29.0,Female,Sedentary,Overweight,87.7,28.061680842611253,Overweight,Very_Heavy,1.0,2011.08
76.5,5.4,32.0,Female,Sedentary,Overweight,76.5,28.23865387099772,Overweight,Heavy,1.0,1767.24
75.0,5.949999999999999,29.0,Female,Sedentary,Normal,75.0,22.803284549204974,Normal,Heavy,1.0,1892.97
83.0,5.7,27.0,Female,Lightly Active,Overweight,83.0,27.497832089470812,Overweight,Very_Heavy,2.0,2227.29
72.0,5.2,26.0,Female,Lightly Active,Overweight,72.0,28.66129992615014,Overweight,Heavy,2.0,1951.95
78.0,5.8,28.0,Female,Moderately Active,Normal,78.0,24.957937351467248,Normal,Heavy,3.0,2455.05
96.0,5.3,23.0,Female,Sedentary,Obese,96.0,36.786593093774776,Obese,Very_Heavy,1.0,2032.38
56.1,4.75,38.0,Female,Sedentary,Obese,56.1,26.76367310260013,Overweight,Normal,1.0,1337.85
83.0,5.4,37.0,Female,Moderately Active,Obese,83.0,30.638016618206677,Obese,Very_Heavy,3.0,2344.68
104.0,5.3,26.0,Female,Sedentary,Obese,104.0,39.852142518256,Obese,Extreme,1.0,2110.38
76.0,5.3,25.0,Female,Sedentary,Overweight,76.0,29.122719532571697,Overweight,Heavy,1.0,1780.38
89.0,5.3,27.0,Female,Sedentary,Obese,89.0,34.104237347353695,Obese,Very_Heavy,1.0,1924.38
68.0,5.3,25.0,Female,Sedentary,Overweight,68.0,26.057170108090464,Overweight,Heavy,1.0,1684.38
98.0,5.3,35.0,Female,Sedentary,Obese,98.0,37.55298044989508,Obese,Very_Heavy,1.0,1984.38
63.0,5.1,36.0,Female,Lightly Active,Overweight,63.0,26.071755334591025,Overweight,Normal,2.0,1733.26
74.0,5.2,33.0,Female,Moderately Active,Overweight,74.0,29.457447146320977,Overweight,Heavy,3.0,2177.13
74.0,5.2,33.0,Female,Moderately Active,Overweight,74.0,29.457447146320977,Overweight,Heavy,3.0,2177.13
72.0,5.2,33.0,Female,Lightly Active,Overweight,72.0,28.66129992615014,Overweight,Heavy,2.0,1903.82
118.5,5.11,28.0,Male,Lightly Active,Obese,118.21875,43.56732230973144,Obese,Extreme,2.0,2778.38
75.0,5.2,41.0,Female,Moderately Active,Overweight,75.0,29.855520756406396,Overweight,Heavy,3.0,2130.63
100.8,5.9,41.0,Female,Lightly Active,Obese,100.8,31.169266590185,Obese,Extreme,2.0,2428.18
112.0,5.3,35.0,Female,Sedentary,Obese,112.0,42.917691942737235,Obese,Extreme,1.0,2152.38
74.0,5.5,43.0,Female,Lightly Active,Overweight,74.0,26.331549449141136,Overweight,Heavy,2.0,1941.16
86.0,5.2,29.0,Female,Sedentary,Obese,86.0,34.234330467346,Obese,Very_Heavy,1.0,1853.52
90.0,5.7,48.0,Female,Moderately Active,Overweight,90.0,29.816926362076785,Overweight,Very_Heavy,3.0,2456.52
118.5,5.949999999999999,36.0,Male,Lightly Active,Obese,118.21875,36.02918958774386,Obese,Extreme,2.0,2943.41
80.0,5.6,28.0,Female,Sedentary,Obese,80.0,27.45895514466766,Overweight,Heavy,1.0,1878.96
83.0,5.2,32.0,Female,Lightly Active,Obese,83.0,33.04010963708975,Obese,Very_Heavy,2.0,2061.95
102.0,5.4,38.0,Female,Sedentary,Obese,102.0,37.651538494663626,Obese,Extreme,1.0,2037.24
82.0,5.0,31.0,Female,Sedentary,Obese,82.0,35.30562616680788,Obese,Very_Heavy,1.0,1747.8
60.0,5.1,34.0,Female,Moderately Active,Normal,60.0,24.830243175800977,Normal,Normal,3.0,1922.85
73.0,5.5,36.0,Female,Sedentary,Overweight,73.0,25.97571769982842,Overweight,Heavy,1.0,1724.1
76.0,5.3,25.0,Female,Lightly Active,Overweight,76.0,29.122719532571697,Overweight,Heavy,2.0,2040.02
65.0,5.0,32.0,Female,Sedentary,Overweight,65.0,27.986167083445277,Overweight,Normal,1.0,1537.8
84.0,5.6,36.0,Female,Lightly Active,Overweight,84.0,28.831902901901042,Overweight,Very_Heavy,2.0,2152.97
57.0,5.3,34.0,Female,Sedentary,Normal,57.0,21.842039649428774,Normal,Normal,1.0,1498.38
73.2,5.6,40.0,Female,Moderately Active,Overweight,73.2,25.12494395737091,Overweight,Heavy,3.0,2228.59
79.0,5.3,34.0,Female,Lightly Active,Obese,79.0,30.272300566752158,Obese,Heavy,2.0,2019.39
88.0,5.7,47.0,Male,Lightly Active,Overweight,88.0,29.15432799847508,Overweight,Very_Heavy,2.0,2386.79
80.0,5.0,32.0,Female,Lightly Active,Obese,80.0,34.44451333347111,Obese,Heavy,2.0,1968.31
65.0,5.2,32.0,Female,Lightly Active,Overweight,65.0,25.87478465555221,Overweight,Normal,2.0,1814.45
70.0,5.2,45.0,Female,Lightly Active,Overweight,70.0,27.865152705979305,Overweight,Heavy,2.0,1793.82
73.5,5.5,30.0,Female,Sedentary,Overweight,73.5,26.15363357448478,Overweight,Heavy,1.0,1766.1
70.0,5.0,20.0,Female,Very Active,Obese,70.0,30.13894916678722,Obese,Heavy,4.0,2400.34
66.0,5.2,37.0,Female,Very Active,Overweight,66.0,26.27285826563763,Overweight,Heavy,4.0,2250.43
66.0,4.9,32.0,Female,Sedentary,Overweight,66.0,29.58842513547861,Overweight,Heavy,1.0,1526.94
69.0,5.3,33.0,Female,Moderately Active,Overweight,69.0,26.44036378615062,Overweight,Heavy,3.0,2129.16
78.0,5.3,24.0,Female,Lightly Active,Overweight,78.0,29.889106888692005,Overweight,Heavy,2.0,2074.39
65.0,5.4,28.0,Female,Sedentary,Normal,65.0,23.993627472089564,Normal,Normal,1.0,1653.24
81.5,5.2,37.0,Female,Lightly Active,Obese,81.5,32.44299922196162,Obese,Very_Heavy,2.0,2006.95
110.0,5.7,30.0,Female,Sedentary,Obese,110.0,36.442909998093846,Obese,Extreme,1.0,2249.82
83.0,5.6,25.0,Female,Sedentary,Overweight,83.0,28.488665962592695,Overweight,Very_Heavy,1.0,1932.96
97.0,5.7,30.0,Male,Lightly Active,Obese,97.0,32.13602063468276,Obese,Very_Heavy,2.0,2627.42
71.5,5.5,38.0,Female,Moderately Active,Overweight,71.5,25.44197007585934,Overweight,Heavy,3.0,2188.21
81.7,5.3,25.0,Female,Sedentary,Obese,81.7,31.306923497514575,Obese,Very_Heavy,1.0,1848.78
86.0,5.2,27.0,Female,Moderately Active,Obese,86.0,34.234330467346,Obese,Very_Heavy,3.0,2409.63
86.0,5.9,24.0,Female,Moderately Active,Overweight,86.0,26.592826654324504,Overweight,Very_Heavy,3.0,2639.57
73.0,5.3,32.0,Female,Lightly Active,Overweight,73.0,27.973138498391233,Overweight,Heavy,2.0,1950.64
90.0,5.4,20.0,Female,Lightly Active,Obese,90.0,33.22194573058555,Obese,Very_Heavy,2.0,2293.09
64.0,4.75,26.0,Female,Sedentary,Obese,64.0,30.53253259476664,Obese,Normal,1.0,1504.65
91.0,5.1,24.0,Female,Sedentary,Obese,91.0,37.65920214996481,Obese,Very_Heavy,1.0,1920.66
68.0,5.0,35.0,Female,Lightly Active,Overweight,68.0,29.27783633345044,Overweight,Heavy,2.0,1782.69
91.0,5.1,34.0,Female,Sedentary,Obese,91.0,37.65920214996481,Obese,Very_Heavy,1.0,1860.66
85.0,5.0,44.0,Female,Lightly Active,Obese,85.0,36.597295416813054,Obese,Very_Heavy,2.0,1954.56
76.0,5.8,26.0,Female,Lightly Active,Normal,76.0,24.317990239891166,Normal,Heavy,2.0,2164.11
90.0,5.6,42.0,Female,Sedentary,Obese,90.0,30.891324537751117,Obese,Very_Heavy,1.0,1914.96
73.0,5.0,32.0,Female,Sedentary,Obese,73.0,31.430618416792388,Obese,Heavy,1.0,1633.8
89.0,5.5,28.0,Female,Sedentary,Obese,89.0,31.66902568883191,Obese,Very_Heavy,1.0,1964.1
73.0,5.2,38.0,Female,Moderately Active,Overweight,73.0,29.059373536235558,Overweight,Heavy,3.0,2122.88
73.0,5.5,32.0,Female,Lightly Active,Overweight,73.0,25.97571769982842,Overweight,Heavy,2.0,2003.03
83.0,5.5,24.0,Female,Sedentary,Overweight,83.0,29.5340351929556,Overweight,Very_Heavy,1.0,1916.1
77.0,5.2,20.0,Female,Moderately Active,Obese,77.0,30.651667976577233,Obese,Heavy,3.0,2324.38
87.0,5.3,31.0,Female,Moderately Active,Obese,87.0,33.33784999123339,Obese,Very_Heavy,3.0,2423.66
86.5,5.5,36.0,Female,Sedentary,Obese,86.5,30.779446315550114,Obese,Very_Heavy,1.0,1886.1
88.0,5.3,29.0,Female,Moderately Active,Obese,88.0,33.72104366929354,Obese,Very_Heavy,3.0,2454.66
90.0,5.4,43.0,Female,Sedentary,Obese,90.0,33.22194573058555,Obese,Very_Heavy,1.0,1863.24
88.0,5.4,30.0,Female,Lightly Active,Obese,88.0,32.483680269905875,Obese,Very_Heavy,2.0,2196.84
87.0,5.2,24.0,Female,Sedentary,Obese,87.0,34.63240407743142,Obese,Very_Heavy,1.0,1895.52
87.0,5.4,41.0,Female,Lightly Active,Obese,87.0,32.11454753956603,Obese,Very_Heavy,2.0,2107.46
65.0,4.75,28.0,Female,Lightly Active,Obese,65.0,31.009603416559866,Obese,Normal,2.0,1724.08
78.0,5.3,30.0,Female,Very Active,Overweight,78.0,29.889106888692005,Overweight,Heavy,4.0,2550.67
65.1,5.3,29.0,Female,Lightly Active,Normal,65.1,24.945908441716018,Normal,Heavy,2.0,1862.64
113.0,5.7,35.0,Male,Sedentary,Obese,113.0,37.43680754349641,Obese,Extreme,1.0,2455.02
102.0,5.949999999999999,35.0,Male,Sedentary,Obese,102.0,31.012466986918763,Obese,Extreme,1.0,2380.17
91.0,5.4,30.0,Female,Lightly Active,Obese,91.0,33.59107846092539,Obese,Very_Heavy,2.0,2238.09
82.0,5.7,28.0,Female,Moderately Active,Overweight,82.0,27.16653290766996,Overweight,Very_Heavy,3.0,2487.52
77.0,5.5,29.0,Female,Lightly Active,Overweight,77.0,27.39904469707929,Overweight,Heavy,2.0,2078.66
82.0,5.4,35.0,Female,Very Active,Obese,82.0,30.268883887866835,Obese,Very_Heavy,4.0,2609.41
80.0,5.5,33.0,Female,Moderately Active,Overweight,80.0,28.466539945017445,Overweight,Heavy,3.0,2358.71
77.0,5.3,31.0,Female,Moderately Active,Overweight,77.0,29.50591321063185,Overweight,Heavy,3.0,2268.66
61.0,5.2,45.0,Female,Moderately Active,Normal,61.0,24.282490215210537,Normal,Normal,3.0,1882.63
80.0,5.0,32.0,Female,Sedentary,Obese,80.0,34.44451333347111,Obese,Heavy,1.0,1717.8
76.0,5.4,24.0,Female,Sedentary,Overweight,76.0,28.0540875058278,Overweight,Heavy,1.0,1809.24
97.0,5.44,32.0,Female,Lightly Active,Obese,97.0,35.28125373124063,Obese,Very_Heavy,2.0,2317.32
74.8,5.1,28.0,Female,Sedentary,Obese,74.8,30.95503649249855,Obese,Heavy,1.0,1702.26
65.0,5.5,24.0,Female,Sedentary,Normal,65.0,23.129063705326676,Normal,Normal,1.0,1700.1
67.7,5.4,27.0,Female,Sedentary,Normal,67.7,24.990285844007133,Normal,Heavy,1.0,1691.64
69.0,5.6,42.0,Female,Moderately Active,Normal,69.0,23.683348812275856,Normal,Heavy,3.0,2147.99
96.0,5.7,32.0,Male,Lightly Active,Obese,96.0,31.804721452881903,Obese,Very_Heavy,2.0,2599.92
118.5,5.8,44.0,Male,Sedentary,Obese,118.21875,37.916866360882935,Obese,Extreme,1.0,2486.5
82.0,5.25,26.0,Female,Sedentary,Obese,82.0,32.023243688714636,Obese,Very_Heavy,1.0,1834.95
66.0,5.4,32.0,Female,Moderately Active,Normal,66.0,24.362760202429406,Normal,Heavy,3.0,2119.93
65.0,5.2,31.0,Female,Sedentary,Overweight,65.0,25.87478465555221,Overweight,Normal,1.0,1589.52
89.0,5.5,36.0,Female,Lightly Active,Obese,89.0,31.66902568883191,Obese,Very_Heavy,2.0,2195.53
85.0,5.7,32.0,Female,Lightly Active,Overweight,85.0,28.160430453072518,Overweight,Very_Heavy,2.0,2220.42
94.5,5.7,26.0,Female,Sedentary,Obese,94.5,31.307772680180623,Obese,Very_Heavy,1.0,2087.82
72.0,5.6,28.0,Female,Lightly Active,Normal,72.0,24.713059630200892,Normal,Heavy,2.0,2042.97
79.0,5.8,24.0,Female,Lightly Active,Overweight,79.0,25.27791090725529,Overweight,Heavy,2.0,2219.11
78.7,5.6,33.0,Female,Moderately Active,Overweight,78.7,27.01274712356681,Overweight,Heavy,3.0,2368.09
70.0,5.3,22.0,Female,Sedentary,Overweight,70.0,26.823557464210772,Overweight,Heavy,1.0,1726.38
69.0,5.4,35.0,Female,Lightly Active,Overweight,69.0,25.470158393448923,Overweight,Heavy,2.0,1901.21
92.0,5.8,32.0,Male,Sedentary,Overweight,92.0,29.437567132499833,Overweight,Very_Heavy,1.0,2243.88
74.0,5.2,24.0,Female,Lightly Active,Overweight,74.0,29.457447146320977,Overweight,Heavy,2.0,1993.2
108.5,5.0,42.0,Female,Sedentary,Obese,108.5,43.56732230973144,Obese,Extreme,1.0,1999.8
75.0,5.4,39.0,Female,Lightly Active,Overweight,75.0,27.68495477548796,Overweight,Heavy,2.0,1956.21
64.8,5.6,25.0,Female,Moderately Active,Normal,64.8,22.241753667180802,Normal,Normal,3.0,2214.64
79.8,5.5,30.0,Female,Lightly Active,Overweight,79.8,28.3953735951549,Overweight,Heavy,2.0,2110.28
103.0,5.3,31.0,Female,Sedentary,Obese,103.0,39.46894884019585,Obese,Extreme,1.0,2068.38
76.0,5.4,21.0,Female,Lightly Active,Overweight,76.0,28.0540875058278,Overweight,Heavy,2.0,2093.71
78.0,5.6,32.0,Female,Sedentary,Overweight,78.0,26.772481266050967,Overweight,Heavy,1.0,1830.96
118.5,5.7,38.0,Female,Moderately Active,Obese,118.21875,39.2589530434011,Obese,Extreme,3.0,2971.41
71.6,5.3,44.0,Female,Lightly Active,Overweight,71.6,27.436667349107015,Overweight,Heavy,2.0,1848.89
71.0,5.4,27.0,Female,Sedentary,Overweight,71.0,26.2084238541286,Overweight,Heavy,1.0,1731.24
95.0,5.4,30.0,Female,Sedentary,Obese,95.0,35.06760938228475,Obese,Very_Heavy,1.0,2001.24
67.0,5.0,28.0,Female,Sedentary,Overweight,67.0,28.847279916782053,Overweight,Heavy,1.0,1585.8
76.0,5.4,39.0,Female,Sedentary,Overweight,76.0,28.0540875058278,Overweight,Heavy,1.0,1719.24
83.0,5.3,36.0,Female,Sedentary,Obese,83.0,31.805075278992774,Obese,Very_Heavy,1.0,1798.38
81.0,5.4,40.0,Female,Moderately Active,Overweight,81.0,29.899751157526996,Overweight,Very_Heavy,3.0,2290.43
115.0,5.1,37.0,Female,Very Active,Obese,115.0,43.56732230973144,Obese,Extreme,4.0,3062.82
77.0,5.3,38.0,Female,Sedentary,Overweight,77.0,29.50591321063185,Overweight,Heavy,1.0,1714.38
81.0,5.2,27.0,Female,Lightly Active,Obese,81.0,32.24396241691891,Obese,Very_Heavy,2.0,2068.82
80.0,5.2,41.0,Female,Lightly Active,Obese,80.0,31.84588880683349,Obese,Heavy,2.0,1958.82
90.0,5.4,50.5,Female,Lightly Active,Obese,90.0,33.22194573058555,Obese,Very_Heavy,2.0,2083.4
107.0,5.6,35.0,Female,Sedentary,Obese,107.0,36.72635250599299,Obese,Extreme,1.0,2160.96
72.0,5.1,34.0,Female,Sedentary,Overweight,72.0,29.796291810961172,Overweight,Heavy,1.0,1632.66
79.8,5.5,28.0,Female,Moderately Active,Overweight,79.8,28.3953735951549,Overweight,Heavy,3.0,2394.36
72.0,5.3,36.0,Female,Sedentary,Overweight,72.0,27.58994482033108,Overweight,Heavy,1.0,1666.38
76.4,5.5,29.0,Female,Sedentary,Overweight,76.4,27.18554564749166,Overweight,Heavy,1.0,1806.9
77.0,5.0,36.0,Female,Moderately Active,Obese,77.0,33.15284408346594,Obese,Heavy,3.0,2141.33
79.0,5.9,29.0,Male,Sedentary,Normal,79.0,24.428294252228323,Normal,Heavy,1.0,2128.74
